TR_SNP	TR_DEL	TR_INS	NON_TR_SNP	NON_TR_DEL	NON_TR_INS
NA12283	119475	110520	63054	3337184	150396	135069
NA12286	120195	110785	63518	3331209	150189	134515
NA12287	115880	113456	62976	3325142	150055	134813
NA12340	115000	109852	62528	3306932	148745	133587
NA12341	117037	109903	63589	3331925	149406	135012
NA12342	121918	112562	64199	3310383	149962	134390
NA12347	118040	114319	62690	3323501	149730	134749
NA12348	119046	114595	63483	3335775	150919	135140
NA12383	119686	113634	63553	3348198	150203	135560
NA12399	115313	111130	62442	3315214	151734	134039
NA12400	114855	112062	62715	3319645	154397	134314
NA12413	116062	113121	63023	3302781	148988	133883
NA12414	120591	114578	63160	3324420	150328	134547
NA12489	118536	114937	62753	3326081	150181	134231
NA12546	119137	114356	63646	3336344	150579	134987
NA12716	117900	110090	62405	3310318	148626	134335
NA12717	119837	110755	62509	3327661	149438	134539
NA12718	116469	110433	62741	3309156	148914	133760
NA12748	119580	110899	63398	3338039	150379	135004
NA12749	118413	114151	62836	3323469	150561	134363
NA12750	120670	111280	62880	3336756	150712	135184
NA12751	120124	110786	62611	3325741	149660	134135
NA12760	119059	113814	63284	3330463	150761	135157
NA12761	118226	109812	62066	3313374	149124	134249
NA12762	117647	111473	63045	3335621	150733	134988
NA12763	119971	111228	62769	3328932	149361	134680
NA12775	118842	114416	63234	3318679	149600	134209
NA12776	117390	113861	63152	3341799	151236	135542
NA12777	118633	114258	63029	3311377	149818	134116
NA12778	118491	113299	63166	3320572	149769	134129
NA12812	116008	109256	62951	3331040	149565	134424
NA12813	115996	113098	62897	3326452	149793	134006
NA12814	113825	107801	62468	3307086	148845	133301
NA12815	114506	108310	62659	3329381	149963	134301
NA12827	119050	110543	63171	3329953	149602	134418
NA12828	116592	113270	62998	3333884	150520	134722
NA12829	118371	110198	63043	3316573	149007	133838
NA12830	119856	110999	63514	3341710	150597	135145
NA12842	118085	109961	63049	3325696	149485	134802
NA12843	118643	110711	63208	3316191	149438	133869
NA12872	117453	110748	63339	3337356	150717	134782
NA12873	114549	108368	62811	3319897	149310	133969
NA12874	113943	108208	62192	3294615	148004	133144
NA12878	117309	111185	63271	3327547	149695	134545
NA12889	119221	109927	63365	3327540	149724	134166
NA12890	119002	110547	63561	3349547	150631	135494
NA18486	137415	119539	66020	4063424	183934	160968
NA18488	140646	120444	67205	4087491	184364	161896
NA18489	143662	122358	67769	4086837	186200	162554
NA18499	141411	121522	67419	4080386	186550	162321
NA18501	142624	119316	66955	4086104	184860	162201
NA18502	138305	121654	66325	4070952	184892	162067
NA18504	141656	120758	67222	4076162	184479	162135
NA18505	140383	121697	66744	4083532	184755	162165
NA18507	132236	117853	65665	4056013	184082	160776
NA18508	138667	121589	66871	4100894	185635	162589
NA18510	142640	121482	67353	4075033	184411	161927
NA18511	138254	121340	66702	4085409	184698	162211
NA18516	135257	118993	65910	4053047	187213	161129
NA18517	138740	121536	66536	4055442	183050	161413
NA18519	143545	122129	67491	4084838	185567	162234
NA18520	136567	120430	66071	4051867	185280	160962
NA18522	133742	118278	65546	4052156	182673	161090
NA18523	140100	121922	66846	4069946	183850	161696
NA18525	116284	109625	63387	3330249	150413	135002
NA18526	115946	109469	63729	3341399	150154	135500
NA18527	98285	101118	59916	3125027	137040	127087
NA18528	119798	110601	63460	3341114	150811	135326
NA18530	113063	109174	62934	3310612	149877	134226
NA18531	119003	110664	63903	3335546	150493	135232
NA18532	117671	110378	63570	3333224	149888	134930
NA18533	116643	110818	63675	3344339	150500	135057
NA18534	112201	108979	63132	3315635	149225	134312
NA18535	115756	110063	63090	3316913	151173	134203
NA18536	116274	109673	63580	3316293	149332	134164
NA18537	110996	107909	63108	3302967	148042	134202
NA18538	117314	110355	63394	3329089	149823	135150
NA18539	114301	109578	62987	3319583	149344	135027
NA18541	116284	108272	63222	3318958	149101	134566
NA18542	117156	109910	63694	3338367	150294	134982
NA18543	117595	110577	63959	3341361	150130	135168
NA18544	115475	109713	63339	3325190	148989	134677
NA18545	113346	108446	63088	3321001	149287	134706
NA18546	116864	110117	63814	3340868	150261	135227
NA18547	115102	108815	63249	3341029	149921	135521
NA18548	114842	109200	63705	3342499	150343	135748
NA18549	116411	110159	63415	3342735	150188	135221
NA18550	115880	110135	63483	3340729	150434	135296
NA18552	113904	108381	63393	3326021	149797	134489
NA18553	120068	111311	63765	3365212	150738	135917
NA18555	113324	108608	63118	3323953	149251	134699
NA18557	116050	109601	63147	3313179	149380	134502
NA18558	115436	109644	63201	3322044	149444	134621
NA18559	115449	110225	63412	3329472	150136	135207
NA18560	116957	111038	63254	3339664	151050	135355
NA18561	114191	109087	63372	3334118	150192	134943
NA18562	113733	108902	63147	3332794	149932	134912
NA18563	116476	110281	63823	3345455	150205	135299
NA18564	116975	110469	64049	3351550	150757	135234
NA18565	116005	112260	63026	3327078	152711	134614
NA18566	115389	109469	63310	3325300	149653	134481
NA18567	116729	110060	62855	3331793	149549	134552
NA18570	116486	110082	63502	3341139	149944	135181
NA18571	114963	109602	63358	3326423	149315	134245
NA18572	113413	110061	63127	3308252	148669	134381
NA18573	115794	109148	63455	3345108	150082	135176
NA18574	114728	110056	62796	3313532	149502	134212
NA18576	103985	104347	61971	3225599	143485	131490
NA18577	117842	111102	63591	3336577	149826	134907
NA18579	117820	110702	63691	3343019	150010	134993
NA18582	116419	110085	63385	3340680	150517	135150
NA18591	111653	108972	63102	3305650	148169	133774
NA18592	114193	108562	63003	3304750	148444	133729
NA18593	115260	109516	63717	3330459	150181	134610
NA18595	117060	109904	63475	3318447	149161	134388
NA18596	115738	110106	63406	3320822	149350	134531
NA18597	118153	110663	64151	3347601	150622	135562
NA18599	117689	110496	63916	3352820	150919	135939
NA18602	112724	110097	63262	3313426	150356	134346
NA18603	118259	110417	63491	3346537	150579	135691
NA18605	117667	110385	63850	3346698	150605	135185
NA18606	116040	109453	62749	3285819	148225	133522
NA18608	117048	109618	63403	3326412	149734	134542
NA18609	111170	108528	62878	3294489	147716	133937
NA18610	114892	110025	63632	3331810	150202	134648
NA18611	113485	109927	63253	3321090	148986	134530
NA18612	116878	110514	63744	3338663	150666	135096
NA18613	112135	109090	63102	3294478	148450	134149
NA18614	118445	112149	63620	3330802	150292	134865
NA18615	116083	112084	62993	3318692	149726	134721
NA18616	117670	113208	63190	3321320	150085	134015
NA18617	116876	113251	63215	3335531	150019	135037
NA18618	111967	108279	63078	3318250	149446	134637
NA18619	112278	109437	62639	3303250	149209	134262
NA18620	114482	109771	63329	3324554	149491	135114
NA18621	117061	110840	63808	3342776	150335	135642
NA18622	117872	110865	63541	3329795	149790	134712
NA18623	119541	111212	64146	3352538	151281	135886
NA18624	116640	109913	63588	3344857	150317	135772
NA18625	115950	112385	63492	3313656	149146	134323
NA18626	120022	113336	63403	3344405	150829	135265
NA18627	118204	112337	63164	3320358	150020	134448
NA18628	118295	113355	63418	3340869	151114	135037
NA18629	111695	108997	62976	3336204	150046	134961
NA18630	112139	109949	62452	3302339	149700	134004
NA18631	116801	112640	63034	3320318	149594	134529
NA18632	117070	110195	63765	3337145	150456	135176
NA18633	118004	110031	63790	3349210	150293	135544
NA18634	117844	111063	63307	3328688	150262	134560
NA18635	115867	109670	63554	3332952	149735	134818
NA18636	119037	111115	64172	3362841	151465	136101
NA18637	117604	110400	63915	3356656	151020	135581
NA18638	118070	111070	63820	3339258	150479	135191
NA18639	112078	107538	62909	3308661	148742	134434
NA18640	114928	109400	63019	3329780	149967	134363
NA18641	115929	109812	63513	3340250	150241	135586
NA18642	112313	107838	62962	3330447	149415	134684
NA18643	112675	107498	63003	3314560	148994	133908
NA18644	110892	108461	62798	3318410	148840	134191
NA18645	112671	108113	62832	3313401	148611	134331
NA18646	112133	109290	63384	3321637	148934	134192
NA18647	115676	109508	63651	3348606	150734	135326
NA18648	110601	108915	63158	3322611	148807	134223
NA18740	115946	109887	63579	3345978	150433	135490
NA18745	112713	108199	63203	3331281	149516	134891
NA18747	114349	108976	63412	3330103	149788	134607
NA18748	113367	109031	63474	3326888	149563	134685
NA18749	115961	109147	63415	3330519	149787	134814
NA18757	113962	108156	63216	3323753	148961	134522
NA18791	111746	109519	63012	3327736	149081	134569
NA18853	134726	118932	65775	4065705	185943	161569
NA18856	131717	116124	65779	4033858	181020	160430
NA18858	139335	121477	66618	4077680	184477	161510
NA18861	140347	122466	67031	4095191	184732	162912
NA18864	140614	119438	67118	4093032	184186	162185
NA18865	138427	118362	66774	4072622	184117	161701
NA18867	143254	120700	66869	4066570	184766	161171
NA18868	143971	123764	66901	4090926	187030	162599
NA18870	143307	119893	66977	4104201	185789	162673
NA18871	136990	119866	65968	4070079	184889	161575
NA18873	140904	120899	66270	4081314	185811	161828
NA18874	139736	120808	66159	4075743	186750	161838
NA18876	138205	118400	66481	4067520	183300	161810
NA18877	139569	118758	66752	4080539	183779	161928
NA18878	140153	118754	66608	4075386	184195	162052
NA18879	139232	119004	66705	4098464	185243	162337
NA18881	143685	121191	66654	4078397	184539	162197
NA18907	140216	122009	67187	4090106	185397	162442
NA18908	139898	120528	66035	4071996	185463	161751
NA18909	139371	121433	66809	4068501	184244	161627
NA18910	138773	120273	66301	4075310	185305	161776
NA18912	141181	119944	67283	4078977	184749	161890
NA18915	143196	120259	66780	4075853	184875	161924
NA18916	141468	122620	67146	4092432	184985	162811
NA18917	137643	119741	66608	4084517	184427	161968
NA18923	139575	118993	67039	4080273	184483	162407
NA18924	138761	119079	66611	4066887	183089	161552
NA18933	138815	119517	66643	4067749	183788	161283
NA18934	137653	118988	66403	4071318	183646	161532
NA18939	117294	109463	63548	3332615	150175	134845
NA18940	117805	114216	63659	3339829	150277	135220
NA18941	118532	114152	63563	3330867	150987	135747
NA18942	118011	114247	63748	3340899	151322	135541
NA18943	116703	113669	63590	3332539	150170	135115
NA18944	116566	113332	63478	3318711	149721	134598
NA18945	117605	113961	63249	3322698	150375	134488
NA18946	116791	110424	63798	3345436	150793	135316
NA18947	117070	113347	63616	3334221	149967	135180
NA18948	116489	113210	63426	3314719	149715	134615
NA18949	116246	113012	63419	3308341	148687	133925
NA18950	118765	115761	63238	3347602	155339	135311
NA18951	116838	113346	63707	3342676	150150	135556
NA18952	117560	114189	63606	3320663	149718	134201
NA18953	112314	110046	62564	3299470	149862	133793
NA18954	111299	107592	63164	3324838	149610	134802
NA18955	116153	109863	63654	3358270	151110	135587
NA18956	116709	113271	63519	3329208	150171	135009
NA18957	113618	108544	63370	3335910	149873	135275
NA18959	120465	113041	64211	3348827	151867	135749
NA18960	106139	105771	62448	3262396	145556	133065
NA18961	111914	110755	62959	3307517	150561	133915
NA18962	113484	108602	63185	3331874	148988	134716
NA18963	118474	113889	63384	3339869	150395	134764
NA18964	112600	109909	62799	3311295	150952	134324
NA18965	115926	113070	63415	3333966	150164	134772
NA18966	120486	110983	64200	3347499	151035	135358
NA18967	113293	110245	63133	3322473	149419	134451
NA18968	121777	111570	63930	3338386	151000	135470
NA18969	113505	108635	63186	3292204	147609	133595
NA18970	117429	110382	63474	3327252	149414	134708
NA18971	120851	111622	64026	3338675	150555	135200
NA18972	112671	109919	63186	3325592	149209	134220
NA18973	117031	113311	63320	3333409	150366	134842
NA18974	122661	111716	64100	3337365	150973	135397
NA18975	121850	111764	63996	3346131	150725	135237
NA18976	121621	112212	64206	3348932	150886	135151
NA18977	114230	111840	62968	3337238	151361	135198
NA18978	120096	110769	63759	3342555	150716	135570
NA18979	117277	110071	63580	3343796	150324	135509
NA18980	118988	114324	63532	3334123	151072	135360
NA18981	119226	111823	63868	3333199	150598	134960
NA18982	116082	112784	62860	3329354	151229	134840
NA18983	116746	112578	63354	3341878	150672	135247
NA18984	115310	112042	62488	3291521	151158	133577
NA18985	115542	111482	63060	3320142	150884	134199
NA18986	120353	114232	63536	3351541	151871	135550
NA18987	113943	111591	62397	3273753	147525	132679
NA18988	121117	116468	63479	3338112	153953	135209
NA18989	119375	116714	63241	3340605	156064	135036
NA18990	114461	111644	63037	3325098	150139	134938
NA18991	117466	112267	63073	3330081	149985	134779
NA18992	110172	105924	62036	3254981	146096	131975
NA18993	114779	108273	63017	3329396	149272	134904
NA18994	111289	107318	62728	3305814	148627	133880
NA18995	112660	108394	63000	3312847	149381	134392
NA18997	115145	109307	63204	3321768	149790	134404
NA18998	117268	110429	63702	3356758	151189	135984
NA18999	115614	111835	63016	3320354	151535	134272
NA19000	116973	113578	63528	3348206	151868	135617
NA19001	117015	110029	63630	3354066	151057	135706
NA19002	113705	111893	62980	3314946	150803	134521
NA19003	114003	110709	62594	3309386	150436	134354
NA19004	117919	112603	63449	3329116	151825	134934
NA19005	113817	114243	63094	3348054	151661	135474
NA19006	115368	110182	63277	3332629	149859	135238
NA19007	116115	113439	62881	3323905	156148	134742
NA19009	114882	114468	63150	3323699	154934	134918
NA19010	116826	113297	63437	3327162	150187	134500
NA19011	117331	110649	63803	3351525	150457	135847
NA19012	112767	109457	61911	3238172	146834	132060
NA19017	144759	122082	67340	4100647	186151	162538
NA19019	142943	122042	67413	4080094	184722	162258
NA19020	137459	118893	66694	4097308	184538	162252
NA19023	145018	122637	67711	4094795	185779	162911
NA19024	145322	122834	67892	4095162	184879	162902
NA19025	138822	118666	66863	4071282	183480	161527
NA19026	142638	122175	67794	4086510	184445	162454
NA19027	137324	117753	66438	4049470	182508	160445
NA19028	138068	118282	66610	4080341	183627	161642
NA19030	142221	121344	67488	4075177	184442	162470
NA19031	137895	118461	66605	4082767	183713	161721
NA19035	137290	118361	66454	4074945	183206	161800
NA19036	136677	116961	66625	4095275	184341	162222
NA19037	138234	118655	66662	4078788	184064	161869
NA19038	139285	118316	66825	4076073	183921	161242
NA19041	139278	118502	66546	4084004	183541	161713
NA19042	138876	118766	67177	4078821	183418	161674
NA19043	142518	121931	67615	4077443	184601	162041
NA19044	114930	108012	62447	3688206	161301	148232
NA19054	117595	113260	63262	3331050	150941	134726
NA19055	116002	111656	63151	3329429	151370	134733
NA19056	114523	111485	62906	3316143	152077	134205
NA19057	116149	111857	63351	3327098	152976	135179
NA19058	115489	111636	62767	3320876	150750	134539
NA19059	116961	112449	62963	3317442	151791	134351
NA19060	116182	112208	62964	3326941	153700	134689
NA19062	116834	114209	63471	3333531	156179	135441
NA19063	117635	112680	63431	3331820	152519	134586
NA19064	116853	112071	63121	3329026	150871	134850
NA19065	116111	111799	62902	3324096	149722	134381
NA19066	116112	112464	63279	3330209	150229	135279
NA19067	118416	112917	63546	3336524	152749	135112
NA19068	118262	113311	63449	3348731	151191	135829
NA19070	117827	111900	62981	3324934	152029	134188
NA19072	116369	111169	63278	3340582	150097	135279
NA19074	115256	112393	63033	3313657	148699	134032
NA19075	114275	110352	62924	3301487	149625	134011
NA19076	113638	110208	62867	3298397	148093	133686
NA19077	114971	113095	63111	3323709	153293	134526
NA19078	114598	111141	62697	3321564	150068	134357
NA19079	114868	112357	62900	3309497	149708	134428
NA19080	112907	109912	62577	3305727	148557	134334
NA19081	112144	110064	63124	3311958	148779	134487
NA19082	117314	111354	63304	3321324	149430	134916
NA19083	116156	112544	63185	3331267	150016	135007
NA19084	114779	112243	63084	3330423	150472	135104
NA19085	118410	114085	63787	3348008	151633	135737
NA19086	114979	109571	63457	3330983	149406	134688
NA19087	116259	112850	63297	3323397	149882	134440
NA19088	114301	112022	62883	3316390	149736	134342
NA19089	116199	109972	63397	3326168	149066	134846
NA19090	115673	109464	63254	3330968	149902	134825
NA19091	114735	109505	63134	3316240	149274	134364
NA19092	138819	119696	66827	4084046	184522	161966
NA19093	140616	118211	66366	4059601	182999	161080
NA19095	140549	118672	66798	4077171	184782	161457
NA19096	138088	117974	66557	4082314	184194	161781
NA19098	138636	119278	66663	4082510	184011	161829
NA19099	139453	122005	66770	4073572	184161	161682
NA19102	144194	121388	67858	4084779	185470	162408
NA19107	139430	122040	66606	4060723	182977	161357
NA19108	139913	121851	66515	4064093	183614	161536
NA19113	137470	117325	66344	4052757	182662	161625
NA19114	139461	122337	66801	4083430	183903	162024
NA19116	136233	119419	66051	4051674	184518	161317
NA19117	137666	117594	66356	4062781	183792	161122
NA19118	137110	118080	66776	4076504	184872	161765
NA19119	144877	121138	67234	4079310	185363	162088
NA19121	139072	117983	66289	4054648	183193	160831
NA19129	138529	121834	66790	4068107	183324	161299
NA19130	139433	119732	66207	4074690	185661	161175
NA19131	145926	120370	67422	4097547	185619	162572
NA19137	139691	117732	66824	4059695	183648	161510
NA19138	140855	118250	66425	4063274	183560	161262
NA19141	137709	118321	66370	4056897	182603	161219
NA19143	137489	118249	66302	4069294	183279	161677
NA19144	136713	119198	66614	4090562	184424	162343
NA19146	138455	117758	66636	4085183	184519	162058
NA19147	139677	121828	67102	4080026	184674	162330
NA19149	135408	116351	65887	4068339	182564	161300
NA19152	146025	121560	67281	4084752	185101	162074
NA19153	137626	118606	66202	4074445	183407	161792
NA19159	139405	120133	67001	4102977	185344	162853
NA19160	139445	118152	66572	4062991	183259	161702
NA19171	143618	120119	67163	4073002	184262	161972
NA19172	137414	119688	65775	4059240	183750	161362
NA19175	140425	118930	66924	4085004	184629	162649
NA19184	139149	118667	66725	4071744	183966	161045
NA19185	137470	117565	66273	4089806	184159	161869
NA19189	124014	111895	64643	3858988	171429	154645
NA19190	139277	121852	66824	4085491	184242	161982
NA19197	138355	119126	66405	4076012	184743	161387
NA19198	137677	119485	66700	4075343	184346	161929
NA19200	138702	118434	66620	4066478	183339	161759
NA19201	135414	118253	66280	4056533	182649	160817
NA19204	144845	119944	67224	4068513	184097	161389
NA19206	138812	119055	66492	4075816	184771	161352
NA19207	135823	118826	66263	4069479	183735	161636
NA19209	136537	118811	66445	4068285	183326	161604
NA19210	141675	119109	66962	4082849	185334	162485
NA19213	143631	124221	66918	4086261	188729	161896
NA19214	138350	117735	66605	4090154	184851	162144
NA19222	140256	117775	66656	4073862	184726	161825
NA19223	138836	118961	66484	4065446	183972	161411
NA19225	140213	122288	66548	4075192	183725	161502
NA19235	138911	119595	66344	4076423	185984	161854
NA19236	140765	120214	66449	4077107	186303	161592
NA19238	137371	119268	66662	4076436	184644	161561
NA19239	133883	117604	66096	4069882	183387	161489
NA19247	138251	119585	66313	4054545	186075	161367
NA19248	138923	121211	66169	4071111	187789	161615
NA19256	139317	122063	66898	4070726	184007	161856
NA19257	139691	122173	66988	4076892	184479	161566
NA19307	140155	119299	66750	4097053	185031	162186
NA19308	139204	118575	67221	4106097	185310	162070
NA19309	136808	118001	66493	4082253	183345	161498
NA19310	138226	118224	66511	4090859	184981	161527
NA19312	134710	118173	65776	4049691	181993	160820
NA19314	137315	117644	66315	4068820	182824	160976
NA19315	136258	118100	66675	4052835	182845	160782
NA19316	137316	117669	66500	4054755	182208	160741
NA19317	137153	117960	66516	4072837	182724	161772
NA19318	138848	120307	66596	4068706	188121	161637
NA19319	140001	119777	67054	4085034	184349	161572
NA19320	137357	118027	66691	4075071	182785	161546
NA19321	137997	119298	66703	4082494	184138	161981
NA19323	140282	121139	67428	4063107	183488	161506
NA19324	136375	118017	66431	4062670	183210	161194
NA19327	137010	118889	66965	4062451	182998	161215
NA19328	136393	119111	66313	4057618	183291	161317
NA19331	140130	120491	67152	4088515	187297	161879
NA19332	139088	118957	65730	4053125	182497	160419
NA19334	138026	119259	66385	4069336	184530	160880
NA19338	137025	118329	66369	4066969	183245	160606
NA19346	139605	119958	66373	4062696	184080	160713
NA19347	137521	118670	66176	4053645	182972	160811
NA19350	139032	119731	66660	4081587	185086	161788
NA19351	139531	118402	66912	4063406	183482	161341
NA19355	137448	120064	66511	4074672	183864	161186
NA19359	137381	118659	66389	4084042	183323	161892
NA19360	139387	119962	66205	4075901	183093	161292
NA19371	137509	118746	66114	4056651	182545	160980
NA19372	137852	119859	66511	4086268	183895	161963
NA19374	138173	120149	66578	4088672	184217	161969
NA19375	136062	118890	66220	4063476	182918	161001
NA19376	138861	120543	66424	4091087	184675	162082
NA19377	138012	119731	66295	4068443	183364	161636
NA19378	141065	120980	67581	4077910	184692	161979
NA19379	138761	119577	66775	4073103	183724	161573
NA19380	139609	119828	66520	4066805	183238	161318
NA19383	138844	120211	66465	4066941	183320	161186
NA19384	139050	119469	66387	4063897	183062	161273
NA19385	141051	120321	66929	4088021	184278	161783
NA19390	139851	120710	66916	4074381	183780	161273
NA19391	137634	119312	66403	4082115	184460	161601
NA19393	139391	120033	66616	4088662	183729	161813
NA19394	137539	119308	66463	4072465	183976	161813
NA19395	138480	119175	66157	4063327	183492	160907
NA19397	138602	120175	66289	4059575	183765	161107
NA19398	138754	118894	66380	4056748	183061	161199
NA19399	139315	119785	66311	4098916	184448	162269
NA19401	138767	120054	66451	4072933	182783	160891
NA19403	135915	118931	65873	4034098	181416	159750
NA19404	137614	119472	66351	4068321	183200	161281
NA19428	138745	120052	66341	4068447	183468	161366
NA19429	135642	119224	65971	4063699	182893	161189
NA19430	135673	119034	66227	4084904	184698	162382
NA19431	133679	118111	65919	4060605	182691	161667
NA19434	136272	119669	66311	4056864	183336	160677
NA19435	138041	119492	66339	4060976	184157	160807
NA19436	132935	117987	65514	4045392	183762	160721
NA19437	139921	121376	66459	4054901	182636	161260
NA19438	134769	118932	65839	4057186	183470	160943
NA19439	140086	122362	66626	4069492	184146	161636
NA19440	140235	121431	66661	4084217	185664	161972
NA19443	139545	122462	66537	4091466	185528	162247
NA19445	138718	122077	66289	4067882	186135	161419
NA19446	140581	121012	66747	4069331	183747	161576
NA19448	134559	117288	66175	4044943	182200	160417
NA19449	135104	120703	65820	4064627	184633	161393
NA19451	134738	118729	65933	4056824	183251	161267
NA19452	135937	119871	66472	4067993	183561	161674
NA19454	141053	121156	67530	4080215	184109	161772
NA19455	135984	120098	66665	4074458	183839	161900
NA19456	134846	117593	65794	4050291	183411	160697
NA19457	138115	119463	66255	4054677	183779	161046
NA19461	134815	119228	65933	4056271	183309	161266
NA19462	137905	121491	66290	4079371	185175	161915
NA19463	142012	123606	66941	4074016	184932	161372
NA19466	135613	119621	65917	4055101	183306	161582
NA19467	134117	118151	66049	4048037	182497	160907
NA19468	133154	117348	65957	4045381	181732	160650
NA19471	138668	119556	66051	4072274	184878	161005
NA19472	141050	121430	66478	4080202	185142	161481
NA19473	139288	122022	66205	4072617	188783	161077
NA19474	138292	127112	66176	4071898	209725	160721
NA19475	140047	119527	67108	4093571	184291	161854
NA19625	135837	119675	67559	3959458	179360	157805
NA19648	114190	110159	62827	3319557	149643	134305
NA19649	117342	111482	63636	3377237	151890	136790
NA19651	119140	113197	64338	3420119	154191	138343
NA19652	119376	112913	64344	3405441	153223	137559
NA19654	120284	113027	64355	3405332	153056	137306
NA19655	118732	113465	64365	3393079	153257	136976
NA19657	117640	112541	64724	3390636	152974	137318
NA19658	118610	112315	63902	3399118	152735	137565
NA19661	123456	114000	65208	3410549	153754	137912
NA19663	115969	111611	64416	3375881	151981	136618
NA19664	117487	113156	64673	3409505	153382	137895
NA19669	118259	111684	64019	3373546	152063	136542
NA19670	117388	111614	63991	3379756	151974	136677
NA19676	120126	113583	65066	3416766	153320	137893
NA19678	117590	111687	63968	3415590	152985	137648
NA19679	115959	110682	62890	3300671	148144	134074
NA19681	118138	113056	64706	3399980	153353	137515
NA19682	115599	111449	63890	3358406	150516	135774
NA19684	119253	112623	64381	3388860	152025	136998
NA19700	137505	118426	66835	4017433	181290	159427
NA19701	137830	119025	66666	4013024	181361	159887
NA19703	137785	118788	66488	4019585	182623	160004
NA19704	136450	118878	66666	4039972	182935	160547
NA19707	136714	118689	66595	3958566	179238	157659
NA19711	135933	118360	66255	4049096	182518	160791
NA19712	138397	118329	66332	4022712	181383	159565
NA19713	136660	119448	67608	3966580	178707	157983
NA19716	118212	113336	64696	3412925	154061	137296
NA19717	119429	112981	64664	3397366	153202	137198
NA19719	118756	113649	64383	3419212	154282	138004
NA19720	122110	113947	64930	3399726	153014	137130
NA19722	118554	112378	64159	3404420	155331	137308
NA19723	120199	111782	63913	3432010	154853	138776
NA19725	119092	111793	63564	3404807	153012	136949
NA19726	119122	111727	63608	3362620	151662	135692
NA19728	110994	107457	61594	3214330	144224	130878
NA19729	113644	108472	62459	3257742	145888	132003
NA19731	114120	108227	62215	3225321	144663	130299
NA19732	110690	107552	61751	3198028	143631	130084
NA19734	114073	108586	63395	3339971	150478	135033
NA19735	113624	108595	62594	3297257	148169	133679
NA19740	116307	110005	63287	3351178	150847	135472
NA19741	112868	107737	62754	3303300	148539	133488
NA19746	118045	111227	63858	3359130	151674	135789
NA19747	115768	110758	63607	3368728	151589	136101
NA19749	114877	110974	63602	3390014	152438	136876
NA19750	114253	110991	63567	3374403	151868	136377
NA19752	116267	109949	63456	3372400	151703	136202
NA19755	117872	111696	63866	3373237	152106	136078
NA19756	116899	111813	63919	3413102	154052	137675
NA19758	114849	110576	62957	3305103	148994	133630
NA19759	116446	110613	63247	3322373	149692	133947
NA19761	117190	112365	64161	3403760	153566	137717
NA19762	117927	113565	64376	3425443	154212	137669
NA19764	120848	111666	64686	3432104	154505	138481
NA19770	116970	112116	64340	3410014	153696	137622
NA19771	116040	110808	64006	3381649	152647	136572
NA19773	116069	110915	63873	3391423	153257	136746
NA19774	116287	111412	64155	3392465	152800	137132
NA19776	123578	114408	64935	3479140	157093	140458
NA19777	125105	114133	64798	3464514	155733	139540
NA19779	122584	114129	64358	3425380	154147	137745
NA19780	121745	112655	63862	3391147	153214	136770
NA19782	122362	112769	64092	3426570	153618	137825
NA19783	119876	111072	63480	3321714	149535	134510
NA19785	116336	110064	63555	3371401	151800	136386
NA19786	116597	110499	63704	3381281	152249	136750
NA19788	124020	112919	64662	3413861	154190	137796
NA19789	123303	114593	64543	3459971	158972	139036
NA19792	123209	115842	65263	3440820	155279	139254
NA19794	116706	110204	63554	3388509	152051	136703
NA19795	118227	111192	64234	3429578	154959	138160
NA19818	134798	118254	67092	3944907	177153	156625
NA19819	135833	118666	67112	3956126	178363	157436
NA19834	137086	119635	67606	3986058	179815	158952
NA19835	139157	119804	67649	4027457	182872	160197
NA19900	137265	118429	67088	3993719	180314	158876
NA19901	141585	120355	66766	4058805	183450	161544
NA19904	138160	119485	66730	4004948	181106	159255
NA19908	137090	118837	66521	4023176	181517	159776
NA19909	135430	119913	66489	4022521	184920	159749
NA19913	134782	117326	66621	4013945	180966	159584
NA19914	141024	121612	67602	3939929	179727	157050
NA19916	139085	119267	66711	4056829	183645	161563
NA19917	137586	118905	66564	4050546	183033	160858
NA19920	144571	121204	67062	4053312	182870	161030
NA19921	137049	122066	66826	3906758	180966	155814
NA19922	134804	117870	66732	3951626	178062	157892
NA19923	132477	117003	66560	3874964	174684	154469
NA19982	140613	119431	66844	4040879	182758	160486
NA19984	137101	119065	67302	4032797	181822	160430
NA20126	132850	117807	66813	3943672	177141	157129
NA20127	137715	118957	67097	4041563	182614	160591
NA20274	126939	116235	67070	3720111	168115	149112
NA20276	135575	118861	66782	4012556	180894	159699
NA20278	130458	118011	67186	3875146	174094	154755
NA20281	134780	118356	66665	4005454	180177	159380
NA20282	133531	118194	67055	3954782	178296	157434
NA20287	134934	118500	66586	3996596	179727	158540
NA20289	134685	118752	67109	3986269	180306	158856
NA20291	138940	119416	66980	4076772	184137	161242
NA20294	135907	119111	67154	4037931	182213	160069
NA20296	135125	119619	66915	3990290	181618	158794
NA20298	137937	118667	67046	4078233	183598	161687
NA20299	130178	118461	67767	3829700	172977	152367
NA20314	114240	109663	63170	3305337	148849	134181
NA20317	131903	116762	66025	3915461	176738	155911
NA20318	134129	117708	66683	3949015	178335	157368
NA20320	137547	118982	67058	4054689	183341	161240
NA20321	134465	118257	67077	3988037	179987	158578
NA20332	134528	118987	66737	3980444	180001	158160
NA20334	130961	118233	66459	3895903	176429	155206
NA20339	135751	117477	66609	4028935	181488	159703
